task_id,problem,seed,success,test_cases_passed,test_cases_total,runtime,local_tests,local_test_state,iteration_idx
count-anagrams,"from math import comb, factorial

def countAnagrams(s: str) -> int:
    MOD = 10**9 + 7
    if not s or s.isspace():
        return 0
    words = s.split()
    if len(words) == 1:
        freq = [0] * 26
        for char in words[0].lower():
            if char.isalpha():
                freq[ord(char) - ord('a')] += 1
        ans = 1
        for f in freq:
            if f > 0:
                ans = (ans * factorial(f)) % MOD
        return ans
    else:
        total_chars = sum(len(word) for word in words)
        total_freq = [0] * 26
        for word in words:
            freq = [0] * 26
            for char in word.lower():
                if char.isalpha():
                    freq[ord(char) - ord('a')] += 1
                    total_freq[ord(char) - ord('a')] += 1
            for f in freq:
                if f > 0:
                    ans = (ans * factorial(f)) % MOD
        anagrams = 1
        for f in total_freq:
            anagrams = (anagrams * comb(total_chars, f)) % MOD
        return anagrams",55,False,-1,-1,-1,,,1
number-of-great-partitions,"from typing import List

def countPartitions(nums: List[int], k: int) -> int:
    """"""
    You are given an array `nums` consisting of positive integers and an integer
    `k`.
    
    Partition the array into two ordered groups such that each element is in
    exactly one group. A partition is called great if the sum of elements of each
    group is greater than or equal to `k`.
    
    Return the number of distinct great partitions. Since the answer may be too
    large, return it modulo `109 + 7`.
    
    Two partitions are considered distinct if some element `nums[i]` is in
    different groups in the two partitions.
    
    Example 1:
    
    Input: nums = [1,2,3,4], k = 4
    Output: 6
    Explanation: The great partitions are: ([1,2,3], [4]), ([1,3], [2,4]), ([1,4], [2,3]), ([2,3], [1,4]), ([2,4], [1,3]) and ([4], [1,2,3]).
    
    Example 2:
    
    Input: nums = [3,3,3], k = 4
    Output: 0
    Explanation: There are no great partitions for this array.
    
    Example 3:
    
    Input: nums = [6,6], k = 2
    Output: 2
    Explanation: We can either put nums[0] in the first partition or in the second partition.
    The great partitions will be ([6], [6]) and ([6], [6]).
    
    Constraints:
    
    * `1 <= nums.length, k <= 1000`
    * `1 <= nums[i] <= 109`
    """"""
    MOD = 10**9 + 7
    n = len(nums)
    dp = [[0] * (k + 1) for _ in range(n + 1)]
    dp[0][0] = 1
    for i in range(1, n + 1):
        for j in range(k + 1):
            dp[i][j] = dp[i - 1][j]
            if j >= nums[i - 1]:
                dp[i][j] += dp[i - 1][j - nums[i - 1]]
                dp[i][j] %= MOD
    res = 0
    for i in range(k, k + 1):
        res += dp[n][i]
        res %= MOD
    return res",55,False,-1,-1,-1,"**Tests that the code passed:**

assert countPartitions([3,3,3], 4) == 0

**Tests that the code failed:**

assert countPartitions([1,2,3,4], 4) == 6 # ERROR: This unit test fails. Output was 2, but expected value was: 6
assert countPartitions([6,6], 2) == 2 # ERROR: This unit test fails. Output was 0, but expected value was: 2","(False, True, False)",0
number-of-great-partitions,"from typing import List

def countPartitions(nums: List[int], k: int) -> int:
    """"""
    You are given an array `nums` consisting of positive integers and an integer
    `k`.
    
    Partition the array into two ordered groups such that each element is in
    exactly one group. A partition is called great if the sum of elements of each
    group is greater than or equal to `k`.
    
    Return the number of distinct great partitions. Since the answer may be too
    large, return it modulo `10**9 + 7`.
    
    Two partitions are considered distinct if some element `nums[i]` is in
    different groups in the two partitions.
    
    Example 1:
    
    Input: nums = [1,2,3,4], k = 4
    Output: 6
    Explanation: The great partitions are: ([1,2,3], [4]), ([1,3], [2,4]), ([1,4], [2,3]), ([2,3], [1,4]), ([2,4], [1,3]) and ([4], [1,2,3]).
    
    Example 2:
    
    Input: nums = [3,3,3], k = 4
    Output: 0
    Explanation: There are no great partitions for this array.
    
    Example 3:
    
    Input: nums = [6,6], k = 2
    Output: 2
    Explanation: We can either put nums[0] in the first partition or in the second partition.
    The great partitions will be ([6], [6]) and ([6], [6]).
    
    Constraints:
    
    * `1 <= nums.length, k <= 1000`
    * `1 <= nums[i] <= 10**9`
    """"""
    MOD = 10**9 + 7
    n = len(nums)
    if n == 0 or k > sum(nums):
        return 0
    if n == 1:
        return 1 if nums[0] >= k else 0
    dp = [[[0] * (k + 1) for _ in range(n + 1)] for _ in range(2)]
    dp[0][0][0] = 1
    seen_feedback = set()
    for i in range(1, n + 1):
        for j in range(2):
            for l in range(k + 1):
                dp[j][i][l] = dp[j][i - 1][l]
                if l >= nums[i - 1]:
                    dp[j][i][l] += dp[j ^ 1][i - 1][l - nums[i - 1]]
                    dp[j][i][l] %= MOD
        if i == 1:
            continue
        for l in range(k + 1):
            if l >= nums[i - 1]:
                dp[0][i][l] += dp[1][i - 1][l - nums[i - 1]]
                dp[0][i][l] %= MOD
                dp[1][i][l] += dp[0][i - 1][l - nums[i - 1]]
                dp[1][i][l] %= MOD
    res = 0
    for i in range(k, k + 1):
        res += dp[0][n][i]
        res %= MOD
        res += dp[1][n][i]
        res %= MOD
    return res",55,False,-1,-1,-1,,,1
cycle-length-queries-in-a-tree,"from typing import List

def cycleLengthQueries(n: int, queries: List[List[int]]) -> List[int]:
    def dfs(node: int, parent: int, visited: set, path: list) -> int:
        if node in visited:
            return len(path) - path.index(node)
        visited.add(node)
        path.append(node)
        if node * 2 in edges:
            return dfs(node * 2, node, visited, path) + dfs(node * 2 + 1, node, visited, path)
        return 0

    edges = set()
    answer = []
    for a, b in queries:
        edges.add((a, b))
        edges.add((b, a))
        visited = set()
        path = []
        answer.append(dfs(1, -1, visited, path))
        edges.remove((a, b))
        edges.remove((b, a))
    return answer",55,False,-1,-1,-1,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert cycleLengthQueries(3, [[5,3],[4,7],[2,3]]) == [4,5,3] # ERROR: This unit test fails. Output was [0, 0, 0], but expected value was: [4,5,3]
assert cycleLengthQueries(2, [[1,2]]) == [2] # ERROR: This unit test fails. Output was [0], but expected value was: [2]","(False, False)",0
cycle-length-queries-in-a-tree,"from typing import List, Dict

def cycleLengthQueries(n: int, queries: List[List[int]]) -> List[int]:
    def dfs(node: int, parent: int, visited: Dict[int, int], memo: Dict[int, int]) -> int:
        if node in visited:
            return visited[node]
        visited[node] = 0
        if node * 2 in edges:
            visited[node] = 1 + dfs(node * 2, node, visited, memo) + dfs(node * 2 + 1, node, visited, memo)
        return visited[node]

    edges = set()
    answer = []
    for a, b in queries:
        edges.add((a, b))
        edges.add((b, a))
        visited = {}
        memo = {}
        answer.append(dfs(1, -1, visited, memo))
        edges.remove((a, b))
        edges.remove((b, a))
    return answer",55,False,-1,-1,-1,,,1
add-edges-to-make-degrees-of-all-nodes-even,"from typing import List

def isPossible(n: int, edges: List[List[int]]) -> bool:
    degree = [0] * (n + 1)
    for u, v in edges:
        degree[u] += 1
        degree[v] += 1

    odd_count = sum(1 for d in degree if d % 2)
    if odd_count == 0:
        return True

    if odd_count > 2:
        return False

    for i in range(1, n + 1):
        if degree[i] % 2:
            if odd_count == 2:
                return False
            odd_count -= 1
            for j in range(1, n + 1):
                if degree[j] % 2 == 0 and degree[j] < n:
                    degree[i] -= 1
                    degree[j] += 1
                    break

    return odd_count == 0",55,False,-1,-1,-1,"**Tests that the code passed:**

assert isPossible(4, [[1,2],[1,3],[1,4]]) == False

**Tests that the code failed:**

assert isPossible(5, [[1,2],[2,3],[3,4],[4,2],[1,4],[2,5]]) == True # ERROR: This unit test fails. Output was False, but expected value was: True
assert isPossible(4, [[1,2],[3,4]]) == True # ERROR: This unit test fails. Output was False, but expected value was: True","(False, False, True)",0
add-edges-to-make-degrees-of-all-nodes-even,"from typing import List

def isPossible(n: int, edges: List[List[int]]) -> bool:
    # Create a dictionary to store the degree of each node
    degree = {i: 0 for i in range(1, n + 1)}
    
    # Iterate over the edges to calculate the degree of each node
    for u, v in edges:
        degree[u] += 1
        degree[v] += 1

    # Use a set to keep track of nodes with odd degree
    odd_degree_nodes = {i for i, d in degree.items() if d % 2}
    
    # If there are more than 2 nodes with odd degree, it's not possible to make the degree of each node even
    if len(odd_degree_nodes) > 2:
        return False

    # Try to pair nodes with odd degree with nodes that have even degree
    while len(odd_degree_nodes) > 0:
        if len(odd_degree_nodes) == 1:
            # If there is only one node with odd degree, it's still possible to make the degree of each node even if the graph is connected
            if any(degree[node] % 2 == 0 for node in degree):
                return True
            else:
                return False
        odd_node = next(iter(odd_degree_nodes))
        odd_degree_nodes.remove(odd_node)
        even_degree_nodes = [i for i in range(1, n + 1) if i not in odd_degree_nodes and degree[i] % 2 == 0]
        if not even_degree_nodes:
            return False
        even_node = min(even_degree_nodes)
        degree[odd_node] -= 1
        degree[even_node] += 1
        if degree[odd_node] == 0:
            odd_degree_nodes.remove(odd_node)

    # If there are still nodes with odd degree, it's not possible to make the degree of each node even
    return len(odd_degree_nodes) == 0",55,False,-1,-1,-1,,,1
minimum-total-cost-to-make-arrays-unequal,"
from typing import List

def minimumTotalCost(nums1: List[int], nums2: List[int]) -> int:
    """"""
    You are given two 0-indexed integer arrays `nums1` and `nums2`, of equal
    length `n`.
    
    In one operation, you can swap the values of any two indices of `nums1`. The
    cost of this operation is the sum of the indices.
    
    Find the minimum total cost of performing the given operation any number of
    times such that `nums1[i]!= nums2[i]` for all `0 <= i <= n - 1` after
    performing all the operations.
    
    Return the minimum total cost such that `nums1` and `nums2` satisfy the above
    condition. In case it is not possible, return `-1`.
    
    Example 1:
    
    Input: nums1 = [1,2,3,4,5], nums2 = [1,2,3,4,5]
    Output: 10
    Explanation: 
    One of the ways we can perform the operations is:
    - Swap values at indices 0 and 3, incurring cost = 0 + 3 = 3. Now, nums1 = [4,2,3,1,5]
    - Swap values at indices 1 and 2, incurring cost = 1 + 2 = 3. Now, nums1 = [4,3,2,1,5].
    - Swap values at indices 0 and 4, incurring cost = 0 + 4 = 4. Now, nums1 =[5,3,2,1,4].
    We can see that for each index i, nums1[i]!= nums2[i]. The cost required here is 10.
    Note that there are other ways to swap values, but it can be proven that it is not possible to obtain a cost less than 10.
    
    Example 2:
    
    Input: nums1 = [2,2,2,1,3], nums2 = [1,2,2,3,3]
    Output: 10
    Explanation: 
    One of the ways we can perform the operations is:
    - Swap values at indices 2 and 3, incurring cost = 2 + 3 = 5. Now, nums1 = [2,2,1,2,3].
    - Swap values at indices 1 and 4, incurring cost = 1 + 4 = 5. Now, nums1 = [2,3,1,2,2].
    The total cost needed here is 10, which is the minimum possible.
    
    Example 3:
    
    Input: nums1 = [1,2,2], nums2 = [1,2,2]
    Output: -1
    Explanation: 
    It can be shown that it is not possible to satisfy the given conditions irrespective of the number of operations we perform.
    Hence, we return -1.
    
    Constraints:
    
    * `n == nums1.length == nums2.length`
    * `1 <= n <= 10^5`
    * `1 <= nums1[i], nums2[i] <= n`
    """"""
    n = len(nums1)
    freq1 = [0] * (n + 1)
    freq2 = [0] * (n + 1)
    
    for i in range(n):
        freq1[nums1[i]] += 1
        freq2[nums2[i]] += 1
    
    total_cost = 0
    for i in range(1, n + 1):
        if freq1[i]!= freq2[i]:
            return -1
        total_cost += i * (freq1[i] - 1)
    
    return total_cost
",55,False,-1,-1,-1,"**Tests that the code passed:**

assert minimumTotalCost([1,2,2], [1,2,2]) == -1

**Tests that the code failed:**

assert minimumTotalCost([1,2,3,4,5], [1,2,3,4,5]) == 10 # ERROR: This unit test fails. Output was 0, but expected value was: 10
assert minimumTotalCost([2,2,2,1,3], [1,2,2,3,3]) == 10 # ERROR: This unit test fails. Output was -1, but expected value was: 10","(False, False, True)",0
minimum-total-cost-to-make-arrays-unequal,"from typing import List

def minimumTotalCost(nums1: List[int], nums2: List[int]) -> int:
    """"""
    You are given two 0-indexed integer arrays `nums1` and `nums2`, of equal
    length `n`.
    
    In one operation, you can swap the values of any two indices of `nums1`. The
    cost of this operation is the sum of the indices.
    
    Find the minimum total cost of performing the given operation any number of
    times such that `nums1[i]!= nums2[i]` for all `0 <= i <= n - 1` after
    performing all the operations.
    
    Return the minimum total cost such that `nums1` and `nums2` satisfy the above
    condition. In case it is not possible, return `-1`.
    
    Example 1:
    
    Input: nums1 = [1,2,3,4,5], nums2 = [1,2,3,4,5]
    Output: 10
    Explanation: 
    One of the ways we can perform the operations is:
    - Swap values at indices 0 and 3, incurring cost = 0 + 3 = 3. Now, nums1 = [4,2,3,1,5]
    - Swap values at indices 1 and 2, incurring cost = 1 + 2 = 3. Now, nums1 = [4,3,2,1,5].
    - Swap values at indices 0 and 4, incurring cost = 0 + 4 = 4. Now, nums1 =[5,3,2,1,4].
    We can see that for each index i, nums1[i]!= nums2[i]. The cost required here is 10.
    Note that there are other ways to swap values, but it can be proven that it is not possible to obtain a cost less than 10.
    
    Example 2:
    
    Input: nums1 = [2,2,2,1,3], nums2 = [1,2,2,3,3]
    Output: 10
    Explanation: 
    One of the ways we can perform the operations is:
    - Swap values at indices 2 and 3, incurring cost = 2 + 3 = 5. Now, nums1 = [2,2,1,2,3].
    - Swap values at indices 1 and 4, incurring cost = 1 + 4 = 5. Now, nums1 = [2,3,1,2,2].
    The total cost needed here is 10, which is the minimum possible.
    
    Example 3:
    
    Input: nums1 = [1,2,2], nums2 = [1,2,2]
    Output: -1
    Explanation: 
    It can be shown that it is not possible to satisfy the given conditions irrespective of the number of operations we perform.
    Hence, we return -1.
    
    Constraints:
    
    * `n == nums1.length == nums2.length`
    * `1 <= n <= 10^5`
    * `1 <= nums1[i], nums2[i] <= n`
    """"""
    
    n = len(nums1)
    if n == 0:
        return -1
    
    freq1 = {}
    freq2 = {}
    
    for i in range(n):
        freq1[nums1[i]] = freq1.get(nums1[i], 0) + 1
        freq2[nums2[i]] = freq2.get(nums2[i], 0) + 1
    
    # Check if it is possible to make the arrays equal
    for key in freq1:
        if key not in freq2 or freq1[key]!= freq2[key]:
            return -1
    
    total_cost = 0
    for i in range(n):
        if nums1[i]!= nums2[i]:
            total_cost += (i + (n - 1 - i)) * (freq1[nums1[i]] - freq2[nums2[i]])
    
    # Handle the case of identical arrays
    if total_cost == 0:
        return -1
    
    return total_cost",55,False,-1,-1,-1,,,1
maximum-number-of-points-from-grid-queries,"
from typing import List

def maxPoints(grid: List[List[int]], queries: List[int]) -> List[int]:
    m, n = len(grid), len(grid[0])
    directions = [(0, 1), (0, -1), (1, 0), (-1, 0)]
    visited = [[False]*n for _ in range(m)]
    answer = [0]*len(queries)

    def dfs(i, j, val, points):
        if i < 0 or i >= m or j < 0 or j >= n or visited[i][j] or grid[i][j] >= val:
            return 0
        visited[i][j] = True
        points += 1
        for di, dj in directions:
            points = max(points, dfs(i+di, j+dj, val, points))
        return points

    for i in range(len(queries)):
        points = 0
        for r in range(m):
            for c in range(n):
                if grid[r][c] < queries[i]:
                    points = max(points, dfs(r, c, queries[i], 0))
        answer[i] = points

    return answer
",55,False,-1,-1,-1,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert maxPoints([[1,2,3],[2,5,7],[3,5,1]], [5,6,2]) == [5,8,1] # ERROR: This unit test fails. Output was [5, 2, 0], but expected value was: [5,8,1]
assert maxPoints([[5,2,1],[1,1,2]], [3]) == [0] # ERROR: This unit test fails. Output was [5], but expected value was: [0]","(False, False)",0
maximum-number-of-points-from-grid-queries,"from typing import List

def maxPoints(grid: List[List[int]], queries: List[int]) -> List[int]:
    m, n = len(grid), len(grid[0])
    directions = [(0, 1), (0, -1), (1, 0), (-1, 0)]
    visited = [[False]*n for _ in range(m)]
    answer = []

    def dfs(i: int, j: int, val: int, visited: List[List[bool]]) -> int:
        if i < 0 or i >= m or j < 0 or j >= n or visited[i][j] or grid[i][j] >= val:
            return 0
        visited[i][j] = True
        points = 1
        for di, dj in directions:
            points = max(points, dfs(i+di, j+dj, val, visited))
        return points

    for query in queries:
        points = 0
        for i in range(m):
            for j in range(n):
                if grid[i][j] < query:
                    points = max(points, dfs(i, j, query, visited))
        answer.append(points)
        visited = [[False]*n for _ in range(m)]  # Reset visited matrix for next query

    return answer",55,False,-1,-1,-1,,,1
divide-nodes-into-the-maximum-number-of-groups,"from typing import List

def magnificentSets(n: int, edges: List[List[int]]) -> int:
    graph = [[] for _ in range(n + 1)]
    for u, v in edges:
        graph[u].append(v)
        graph[v].append(u)
    visited = [False] * (n + 1)
    groups = 0
    for i in range(1, n + 1):
        if not visited[i]:
            groups += 1
            stack = [i]
            visited[i] = True
            while stack:
                node = stack.pop()
                for neighbor in graph[node]:
                    if not visited[neighbor]:
                        stack.append(neighbor)
                        visited[neighbor] = True
                        if abs(graph[neighbor][0] - node)!= 1:
                            return -1
    return groups",55,False,-1,-1,-1,"**Tests that the code passed:**

assert magnificentSets(3, [[1,2],[2,3],[3,1]]) == -1

**Tests that the code failed:**

assert magnificentSets(6, [[1,2],[1,4],[1,5],[2,6],[2,3],[4,6]]) == 4 # ERROR: This unit test fails. Output was -1, but expected value was: 4","(False, True)",0
divide-nodes-into-the-maximum-number-of-groups,"from typing import List

def magnificentSets(n: int, edges: List[List[int]]) -> int:
    """"""
    This function divides the nodes of an undirected graph into groups such that for every pair of nodes in the graph that are connected by an edge [ai, bi], if ai belongs to the group with index x, and bi belongs to the group with index y, then |y - x| = 1.
    
    Args:
    n (int): The number of nodes in the graph.
    edges (List[List[int]]): A 2D list where edges[i] = [ai, bi] indicates that there is a bidirectional edge between nodes ai and bi.
    
    Returns:
    int: The maximum number of groups into which the nodes can be divided. Returns -1 if it is impossible to group the nodes with the given conditions.
    """"""
    
    # Create an adjacency list representation of the graph
    graph = [[] for _ in range(n + 1)]
    for u, v in edges:
        graph[u].append(v)
        graph[v].append(u)
    
    # Initialize a visited array to keep track of visited nodes
    visited = [False] * (n + 1)
    
    # Initialize a groups variable to keep track of the number of groups
    groups = 0
    
    # Iterate over all nodes in the graph
    for i in range(1, n + 1):
        # If the current node is not visited, it means we have found a new group
        if not visited[i]:
            groups += 1
            # Initialize a stack to perform DFS
            stack = [i]
            visited[i] = True
            
            # Perform DFS to mark all nodes in the current group as visited
            while stack:
                node = stack.pop()
                for neighbor in graph[node]:
                    if not visited[neighbor]:
                        stack.append(neighbor)
                        visited[neighbor] = True
                        
                        # Check if the neighbor is connected to any node that is not adjacent to the current node
                        for adjacent_node in graph[neighbor]:
                            if adjacent_node!= node and abs(neighbor - adjacent_node)!= 1:
                                return -1
    
    return groups",55,False,-1,-1,-1,,,1
count-palindromic-subsequences,"def countPalindromes(s: str) -> int:
    MOD = 10**9 + 7
    n = len(s)
    dp = [[[0] * 10 for _ in range(n + 1)] for _ in range(n + 1)]
    for i in range(n):
        dp[i + 1][0][0] = 1
    for i in range(1, n + 1):
        for j in range(1, i + 1):
            for k in range(10):
                if k == 0:
                    dp[i][j][k] = dp[i - 1][j][k]
                else:
                    dp[i][j][k] = (dp[i - 1][j - 1][k - 1] + dp[i - 1][j][k]) % MOD
    ans = 0
    for i in range(5):
        for j in range(10):
            ans = (ans + dp[n][i][j]) % MOD
    return ans",55,False,-1,-1,-1,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert countPalindromes(""103301"") == 2 # ERROR: This unit test fails. Output was 31, but expected value was: 2
assert countPalindromes(""0000000"") == 21 # ERROR: This unit test fails. Output was 57, but expected value was: 21
assert countPalindromes(""9999900000"") == 2 # ERROR: This unit test fails. Output was 256, but expected value was: 2","(False, False, False)",0
count-palindromic-subsequences,"import math

def countPalindromes(s: str) -> int:
    """"""
    Given a string of digits `s`, return the number of palindromic subsequences of
    `s` having length `5`. Since the answer may be very large, return it modulo
    `MOD`.

    Args:
        s (str): The input string.

    Returns:
        int: The number of palindromic subsequences of `s` having length `5`.

    Raises:
        ValueError: If the input string is too long or contains non-digit characters.
        TypeError: If the input string is not a string or is None.
    """"""

    MOD = 10**9 + 7
    n = len(s)

    # Handle edge cases
    if not isinstance(s, str) or s is None:
        raise TypeError(""Input must be a string"")
    if not s.isdigit():
        raise ValueError(""Input string must contain only digits"")
    if n > 10**4:
        raise ValueError(""Input string is too long"")

    # Initialize dynamic programming table
    dp = [[0] * 10 for _ in range(n + 1)]

    # Fill dynamic programming table
    for i in range(n):
        dp[i + 1][0] = 1
    for i in range(1, n + 1):
        for j in range(1, 10):
            dp[i][j] = (dp[i - 1][j - 1] + dp[i - 1][j]) % MOD

    # Calculate number of palindromic subsequences
    num_palindromes = 0
    for i in range(5):
        for j in range(10):
            num_palindromes = (num_palindromes + dp[n][j]) % MOD

    return num_palindromes",55,False,-1,-1,-1,,,1
count-subarrays-with-median-k,"from typing import List

def countSubarrays(nums: List[int], k: int) -> int:
    n = len(nums)
    count = 0
    for i in range(n):
        left, right = i, i
        while left > 0 and nums[left] > k:
            left -= 1
        while right < n - 1 and nums[right] >= k:
            right += 1
        count += right - left
    return count",55,False,-1,-1,-1,"**Tests that the code passed:**

assert countSubarrays([2,3,1], 3) == 1

**Tests that the code failed:**

assert countSubarrays([3,2,1,4,5], 4) == 3 # ERROR: This unit test fails. Output was 2, but expected value was: 3","(False, True)",0
count-subarrays-with-median-k,"from typing import List

def countSubarrays(nums: List[int], k: int) -> int:
    n = len(nums)
    count = 0
    for i in range(n):
        left, right = i, i
        while left > 0 and nums[left] > k:
            left -= 1
        while right < n - 1 and nums[right] >= k:
            right += 1
        if left <= i:  # Handle single-element subarrays
            if nums[i] == k:
                count += 1
        else:
            left_count = i - left + 1
            right_count = right - i
            count += left_count * right_count
    return count",55,False,-1,-1,-1,,,1
number-of-beautiful-partitions,"
def beautifulPartitions(s: str, k: int, minLength: int) -> int:
    MOD = 10**9 + 7
    prime = {'2', '3', '5', '7'}
    n = len(s)
    dp = [[0] * (k + 1) for _ in range(n + 1)]
    dp[0][0] = 1

    for i in range(1, n + 1):
        for j in range(1, min(i, k) + 1):
            if i >= minLength:
                if s[i - 1] in prime and (j == 1 or s[i - minLength] not in prime):
                    dp[i][j] = (dp[i - 1][j - 1] + dp[i - minLength][j]) % MOD
                elif s[i - 1] not in prime and (j == 1 or s[i - minLength] in prime):
                    dp[i][j] = dp[i - 1][j]
                else:
                    dp[i][j] = dp[i - 1][j]
            else:
                dp[i][j] = dp[i - 1][j]

    return dp[n][k]
",55,False,-1,-1,-1,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert beautifulPartitions(""23542185131"", 3, 2) == 3 # ERROR: This unit test fails. Output was 0, but expected value was: 3
assert beautifulPartitions(""23542185131"", 3, 3) == 1 # ERROR: This unit test fails. Output was 0, but expected value was: 1
assert beautifulPartitions(""3312958"", 3, 1) == 1 # ERROR: This unit test fails. Output was 0, but expected value was: 1","(False, False, False)",0
number-of-beautiful-partitions,"import math

def beautifulPartitions(s: str, k: int, minLength: int) -> int:
    MOD = 10**9 + 7
    prime = {'2', '3', '5', '7'}
    n = len(s)
    
    # Handle edge cases
    if n == 0 or k == 0:
        return 0
    
    # Initialize dp table
    dp = [0] * (n + 1)
    dp[0] = 1
    
    # Initialize a variable to store the result of the condition
    is_prime = lambda x: x in prime
    
    # Iterate over the string
    for i in range(1, n + 1):
        # Check if the current substring meets the conditions
        if (is_prime(s[i - 1]) and (i == 1 or (i - minLength >= 0 and s[i - 1]!= s[i - minLength - 1])) or not is_prime(s[i - 1]) and (i == 1 or (i - minLength >= 0 and is_prime(s[i - 1])))):
            # Update the dp table
            dp[i] = (dp[i - 1] + dp[max(0, i - minLength)]) % MOD
        else:
            # If the current substring does not meet the conditions, copy the value from the previous row
            dp[i] = dp[i - 1]
    
    # Return the result
    return dp[n]%",55,False,-1,-1,-1,,,1
split-message-based-on-limit,"
from typing import List

def splitMessage(message: str, limit: int) -> List[str]:
    n = len(message)
    parts = []
    i = 0
    while i < n:
        part_len = min(limit, n - i)
        part = message[i:i + part_len]
        if i + part_len == n:
            parts.append(part + f""<{len(parts) + 1}/{len(parts) + 1}>"")
        else:
            parts.append(part + f""<{len(parts) + 1}/{n}>"")
        i += part_len
    return parts
",55,False,-1,-1,-1,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert splitMessage(""this is really a very awesome message"", 9) == [""thi<1/14>"",""s i<2/14>"",""s r<3/14>"",""eal<4/14>"",""ly <5/14>"",""a v<6/14>"",""ery<7/14>"","" aw<8/14>"",""eso<9/14>"",""me<10/14>"","" m<11/14>"",""es<12/14>"",""sa<13/14>"",""ge<14/14>""] # ERROR: This unit test fails. Output was ['this is r<1/37>', 'eally a v<2/37>', 'ery aweso<3/37>', 'me messag<4/37>', 'e<5/5>'], but expected value was: [""thi<1/14>"",""s i<2/14>"",""s r<3/14>"",""eal<4/14>"",""ly <5/14>"",""a v<6/14>"",""ery<7/14>"","" aw<8/14>"",""eso<9/14>"",""me<10/14>"","" m<11/14>"",""es<12/14>"",""sa<13/14>"",""ge<14/14>""]
assert splitMessage(""short message"", 15) == [""short mess<1/2>"",""age<2/2>""] # ERROR: This unit test fails. Output was ['short message<1/1>'], but expected value was: [""short mess<1/2>"",""age<2/2>""]","(False, False)",0
split-message-based-on-limit,"from typing import List

def splitMessage(message: str, limit: int) -> List[str]:
    """"""
    Splits a message into parts based on a given limit.

    Args:
        message (str): The input message to be split.
        limit (int): The maximum length of each part.

    Returns:
        List[str]: A list of parts of the message.
    """"""
    if not message or limit <= 0:
        return []

    n = len(message)
    parts = []
    i = 0
    while i < n:
        part_len = min(limit, n - i)
        part = message[i:i + part_len]
        if i + part_len == n:
            suffix = f""<{len(parts) + 1}/{n // limit + 1}""
        else:
            suffix = f""<{len(parts) + 1}/{(n - i - part_len) // limit + len(parts) + 1}""
        parts.append(part + suffix)
        i += part_len
    return parts",55,False,-1,-1,-1,,,1
maximum-number-of-non-overlapping-palindrome-substrings,"def maxPalindromes(s: str, k: int) -> int:
    def is_palindrome(substring: str) -> bool:
        return substring == substring[::-1]

    max_count = 0
    for i in range(len(s)):
        for j in range(i + k, len(s) + 1):
            substring = s[i:j]
            if is_palindrome(substring):
                max_count = max(max_count, 1 + (j - i - k + 1) // k)
    return max_count",55,False,-1,-1,-1,"**Tests that the code passed:**

assert maxPalindromes(""adbcda"", 2) == 0

**Tests that the code failed:**

assert maxPalindromes(""abaccdbbd"", 3) == 2 # ERROR: This unit test fails. Output was 1, but expected value was: 2","(False, True)",0
maximum-number-of-non-overlapping-palindrome-substrings,"from typing import List

def maxPalindromes(s: str, k: int) -> int:
    def expand_around_center(s: str, left: int, right: int) -> int:
        while left >= 0 and right < len(s) and s[left] == s[right]:
            left -= 1
            right += 1
        return right - left - 1

    max_count = 0
    palindromes = set()
    for i in range(len(s)):
        for j in range(i + k - 1, len(s)):
            length = j - i + 1
            if length >= k:
                palindrome = expand_around_center(s, i, i)
                if palindrome >= k and palindrome not in palindromes:
                    max_count += 1
                    palindromes.add(palindrome)
                for center in range(i + 1, j):
                    palindrome = expand_around_center(s, center, center)
                    if palindrome >= k and palindrome not in palindromes:
                        max_count += 1
                        palindromes.add(palindrome)
                # Check for palindromes centered at the end of the substring
                for center in range(j - k + 1, i, -1):
                    palindrome = expand_around_center(s, center, center)
                    if palindrome >= k and palindrome not in palindromes:
                        max_count += 1
                        palindromes.add(palindrome)
    return max_count",55,False,-1,-1,-1,,,1
